date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc,other_major_epilinks
17/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
17/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin Central Church  (2)
17/04/2020,Gyeong- buk,1356,9,1213,566,455,191,1,134,4,"Cheongdo  Daenam Hospital (120),  Bonghwa Pureun Nursing Home (68),  pilgrimage  to Israel (49),  Gyeongsan  Seo
Convalescent Hospital  (66),
Yechun-gun  (34), etc."
17/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10), etc."
17/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
17/04/2020,Airport,408,408,0,0,0,0,0,0,11,
17/04/2020,Total,10635,983,8633,5211,2024,1240,158,1019,22,
18/04/2020,Seoul,622,242,358,8,262,18,70,22,1,"Guro-gu call  center (98),
Dong-an Church-PC Cafe (20), Manmin Central  Church (41), etc."
18/04/2020,Busan,130,20,81,12,50,18,1,29,0,"Onchun  Church (39), Suyeong-gu Kindergarten (5), etc."
18/04/2020,Daegu,6830,16,6094,4509,659,922,4,720,3,"Second  Mi-Ju  Hospital  (195), Hansarang  Convalescent Hospital  (127),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (36),  etc."
18/04/2020,Incheon,90,39,47,2,34,5,6,4,1,"Guro-gu  call  center  (20),  etc."
18/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
18/04/2020,Daejeon,39,9,21,2,11,8,0,9,-1,"Korea  Forest  Engineer Institute
(3),  etc."
18/04/2020,Ulsan,42,11,24,16,1,4,3,7,0,
18/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
18/04/2020,Gyeonggi,654,150,463,29,317,55,62,41,4,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (48),  etc."
18/04/2020,Gangwon,53,14,32,17,15,0,0,7,1,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
18/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun Jangyeon-myeon (11)
18/04/2020,"Chung-
nam",141,11,120,0,118,1,1,10,2,"Gym facilities in Cheonan (103), research center in Seosan (9), etc."
18/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
18/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
18/04/2020,Gyeong- buk,1358,10,1215,566,457,191,1,133,2,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yechun-gun  (34),  etc."
18/04/2020,Gyeong- nam,116,14,85,33,45,6,1,17,1,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
18/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
18/04/2020,Airport,412,412,0,0,0,0,0,0,4,
18/04/2020,Total,10653,993,8642,5212,2031,1240,159,1018,18,
19/04/2020,Seoul,624,243,359,8,262,18,71,22,2,"Guro-gu call center (98), Dong-an Church-PC Cafe (20), Manmin Central Church
(41), etc."
19/04/2020,Busan,130,20,81,12,50,18,1,29,0,"Onchun Church (39),
Suyeong-gu Kindergarten (5),
etc."
19/04/2020,Daegu,6832,17,6094,4510,659,921,4,721,2,"Second Mi-Ju Hospital (195), Hansarang Convalescent Hospital (127), Daesil
Convalescent Hospital (100),
Fatima Hospital (36), etc."
19/04/2020,Incheon,91,40,47,2,34,5,6,4,1,"Guro-gu call center (20), etc."
19/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
19/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea Forest Engineer
Institute (3), etc."
19/04/2020,Ulsan,42,11,24,16,1,4,3,7,0,
19/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans and Fisheries (30), gym facilities
(8)"
19/04/2020,Gyeonggi,654,150,463,29,317,55,62,41,0,"Grace River Church in Seongnam (72), Guro-gu call center-Bucheon SaengMyeongSu Church (48), Uijeongbu St. Mary’s Hospital
(48), etc."
19/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments in Wonju City (3), Euijeongbu St. Mary’s
Hospital (10), etc."
19/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun Jangyeon-myeon
(11)"
19/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym facilities in Cheonan (103), research center in
Seosan (9), etc."
19/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
19/04/2020,"Jeonna
m",15,7,7,1,3,2,1,1,0,Manmin Central Church (2)
19/04/2020,Gyeong- buk,1359,10,1216,566,458,191,1,133,1,"Cheongdo Daenam Hospital (120), Bonghwa Pureun
Nursing Home (68), pilgrimage to Israel (49), Gyeongsan Seo Convalescent Hospital (66), Yechun-gun
(35), etc."
19/04/2020,Gyeong- nam,116,14,84,32,45,6,1,18,0,"Geochang Church (10), Geochang Woongyang-myeon
(8), Wings Tower (10), etc."
19/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
19/04/2020,Airport,414,414,0,0,0,0,0,0,2,
19/04/2020,Total,10661,998,8643,5212,2032,1239,160,1020,8,
20/04/2020,Seoul,624,244,357,8,262,18,69,23,0,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
20/04/2020,Busan,132,20,81,12,50,18,1,31,2,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
20/04/2020,Daegu,6833,17,6095,4510,659,922,4,721,1,"Second  Mi-Ju  Hospital  (195), Hansarang  Convalescent Hospital  (127),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (36),  etc."
20/04/2020,Incheon,92,41,47,2,34,5,6,4,1,"Guro-gu  call  center  (20),  etc."
20/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
20/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
20/04/2020,Ulsan,43,12,24,16,1,4,3,7,1,
20/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
20/04/2020,Gyeonggi,656,151,464,29,318,55,62,41,2,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (49),  etc."
20/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Euijeongbu  St.  Mary’s  Hospital
(10),  etc."
20/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
20/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
20/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
20/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
20/04/2020,Gyeong- buk,1361,10,1217,566,460,191,0,134,2,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (37),  etc."
20/04/2020,Gyeong- nam,116,14,84,32,45,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
20/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
20/04/2020,Airport,418,418,0,0,0,0,0,0,4,
20/04/2020,Total,10674,1006,8644,5212,2035,1240,157,1024,13,
21/04/2020,Seoul,626,245,357,8,262,18,69,24,2,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
21/04/2020,Busan,132,20,82,12,50,19,1,30,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
21/04/2020,Daegu,6835,17,6097,4510,661,922,4,721,2,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (127),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
21/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
21/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
21/04/2020,Daejeon,39,9,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
21/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
21/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
21/04/2020,Gyeonggi,658,152,465,29,318,56,62,41,2,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (50),  etc."
21/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
21/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
21/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
21/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
21/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
21/04/2020,Gyeong- buk,1361,10,1217,566,460,191,0,134,0,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (37),  etc."
21/04/2020,Gyeong- nam,116,14,84,32,45,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
21/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
21/04/2020,Airport,421,421,0,0,0,0,0,0,3,
21/04/2020,Total,10683,1011,8648,5212,2037,1242,157,1024,9,
22/04/2020,Seoul,628,247,357,8,262,18,69,24,2,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
22/04/2020,Busan,134,21,84,12,53,18,1,29,2,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
22/04/2020,Daegu,6836,17,6098,4510,661,923,4,721,1,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (127),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
22/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
22/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
22/04/2020,Daejeon,40,10,21,2,11,8,0,9,1,"Korea  Forest  Engineer Institute
(3),  etc."
22/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
22/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
22/04/2020,Gyeonggi,658,152,465,29,319,55,62,41,0,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (50),  etc."
22/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
22/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
22/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
22/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
22/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
22/04/2020,Gyeong- buk,1363,10,1218,566,460,192,0,135,2,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (38),  etc."
22/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,1,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
22/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
22/04/2020,Airport,423,423,0,0,0,0,0,0,2,
22/04/2020,Total,10694,1017,8653,5212,2042,1242,157,1024,11,
23/04/2020,Seoul,628,247,357,8,262,18,69,24,0,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
23/04/2020,Busan,135,22,84,12,53,18,1,29,1,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
23/04/2020,Daegu,6840,18,6100,4510,662,924,4,722,4,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (128),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
23/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
23/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
23/04/2020,Daejeon,40,10,21,2,11,8,,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
23/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
23/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
23/04/2020,Gyeonggi,659,152,466,29,320,55,62,41,1,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (50),  etc."
23/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
23/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
23/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
23/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
23/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
23/04/2020,Gyeong- buk,1363,10,1219,566,461,192,0,134,0,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (38),  etc."
23/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
23/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
23/04/2020,Airport,425,425,0,0,0,0,0,0,2,
23/04/2020,Total,10702,1021,8657,5212,2045,1243,157,1024,8,
24/04/2020,Seoul,628,247,357,8,262,18,69,24,0,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
24/04/2020,Busan,136,23,84,12,53,18,1,29,1,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
24/04/2020,Daegu,6842,18,6102,4510,662,926,4,722,2,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (128),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
24/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
24/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
24/04/2020,Daejeon,40,10,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
24/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
24/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
24/04/2020,Gyeonggi,660,152,466,29,320,55,62,42,1,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (50),  etc."
24/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
24/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
24/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
24/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
24/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
24/04/2020,Gyeong- buk,1364,10,1219,566,461,192,0,135,1,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (38),  etc."
24/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
24/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
24/04/2020,Airport,426,426,0,0,0,0,0,0,1,
24/04/2020,Total,10708,1023,8659,5212,2045,1245,157,1026,6,
25/04/2020,Seoul,629,247,357,8,262,18,69,25,1,"Guro-gu call center (98), Dong-an Church-PC Cafe (20),
Manmin Central Church (41), etc."
25/04/2020,Busan,136,23,84,12,53,18,1,29,0,"Onchun Church (39), Suyeong-gu
Kindergarten (5), etc."
25/04/2020,Daegu,6845,18,6102,4510,662,926,4,725,3,"Second Mi-Ju Hospital (196), Hansarang Convalescent Hospital (128), Daesil Convalescent Hospital (100), Fatima Hospital
(37), etc."
25/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu call center (20), etc."
25/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
25/04/2020,Daejeon,40,10,21,2,11,8,0,9,0,"Korea Forest Engineer Institute
(3), etc."
25/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
25/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans and Fisheries
(30), gym facilities (8)"
25/04/2020,Gyeonggi,662,152,468,29,320,57,62,42,2,"Grace River Church in Seongnam (72), Guro-gu call center-Bucheon SaengMyeongSu Church (48), Uijeongbu St. Mary’s Hospital
(50), etc."
25/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments in Wonju City   (3), Uijeongbu St. Mary’s Hospital
(10), etc."
25/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun Jangyeon-myeon
(11)"
25/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0,"Gym facilities in Cheonan (103), research center in Seosan (9),
etc."
25/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0,
25/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin Central Church (2)
25/04/2020,Gyeong- buk,1364,10,1220,566,462,192,0,134,0,"Cheongdo Daenam Hospital (120), Bonghwa Pureun Nursing Home (68), pilgrimage to Israel (49), Gyeongsan Seo
Convalescent Hospital (66),
Yecheon-gun (39), etc."
25/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang Church (10), Geochang Woongyang-myeon (8), Wings
Tower (10), etc."
25/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
25/04/2020,Airport,430,430,0,0,0,0,0,0,4,
25/04/2020,Total,10718,1027,8662,5212,2046,1247,157,1029,10,
26/04/2020,Seoul,629,248,357,8,262,18,69,24,0,"Guro-gu call center (98),
Dong-an Church-PC Cafe (20), Manmin Central Church (41), etc."
26/04/2020,Busan,137,24,84,12,53,18,1,29,1,"Onchun Church (39), Suyeong-gu
Kindergarten (5), etc."
26/04/2020,Daegu,6846,18,6103,4510,662,927,4,725,1,"Second Mi-Ju Hospital (196), Hansarang Convalescent Hospital (128), Daesil Convalescent Hospital
(100), Fatima Hospital (37), etc."
26/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu call  center (20),  etc."
26/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
26/04/2020,Daejeon,40,10,21,2,11,8,0,9,0,"Korea Forest Engineer  Institute
(3),  etc."
26/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
26/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry of Oceans  and Fisheries
(30),  gym facilities  (8)"
26/04/2020,Gyeonggi,668,158,468,29,320,57,62,42,6,"Grace  River Church  in Seongnam  (72), Guro-gu call center-Bucheon  SaengMyeongSu Church  (48), Uijeongbu St.
Mary’s  Hospital (50),  etc."
26/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju City   (3), Uijeongbu St. Mary’s  Hospital
(10),  etc."
26/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,Goesan-gun Jangyeon-myeon (11)
26/04/2020,"Chung-
nam",141,11,120,0,118,1,1,10,0,"Gym facilities in Cheonan (103),
research center in Seosan (9), etc."
26/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,1,
26/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin Central Church  (2)
26/04/2020,Gyeong- buk,1364,10,1220,566,462,192,0,134,0,"Cheongdo  Daenam Hospital (120),  Bonghwa Pureun Nursing Home (68),  pilgrimage  to Israel (49),  Gyeongsan  Seo
Convalescent Hospital  (66),
Yecheon-gun (38),  etc."
26/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10), etc."
26/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
26/04/2020,Airport,431,431,0,0,0,0,0,0,1,
26/04/2020,Total,10728,1037,8663,5212,2046,1248,157,1028,10,
27/04/2020,Seoul,629,248,357,8,262,18,69,24,0,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
27/04/2020,Busan,137,24,84,12,53,18,1,29,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
27/04/2020,Daegu,6847,18,6105,4510,662,929,4,724,1,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (128),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
27/04/2020,Incheon,92,41,47,2,34,5,6,4,0,"Guro-gu  call  center  (20),  etc."
27/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
27/04/2020,Daejeon,40,10,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
27/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
27/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
27/04/2020,Gyeonggi,671,159,470,29,320,59,62,42,3,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (50),  etc."
27/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
27/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
27/04/2020,Chung- nam,142,12,120,0,118,1,1,10,1,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
27/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,0,
27/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
27/04/2020,Gyeong- buk,1364,10,1220,566,462,192,0,134,0,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (39),  etc."
27/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
27/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
27/04/2020,Airport,436,436,0,0,0,0,0,0,5,
27/04/2020,Total,10738,1044,8667,5212,2046,1252,157,1027,10,
28/04/2020,Seoul,633,252,357,8,262,18,69,24,4,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
28/04/2020,Busan,137,24,84,12,53,18,1,29,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
28/04/2020,Daegu,6849,20,6105,4510,663,928,4,724,2,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (128),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
28/04/2020,Incheon,93,41,48,2,34,5,7,4,1,"Guro-gu  call  center  (20),  etc."
28/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
28/04/2020,Daejeon,40,10,21,2,11,8,0,9,0,"Korea  Forest  Engineer Institute
(3),  etc."
28/04/2020,Ulsan,43,12,24,16,1,4,3,7,0,
28/04/2020,Sejong,46,3,42,1,38,3,0,1,0,"Ministry  of  Oceans  and  Fisheries
(30),  gym  facilities  (8)"
28/04/2020,Gyeonggi,674,162,470,29,322,57,62,42,3,"Grace  River  Church  in Seongnam  (72),  Guro-gu  call center-Bucheon  SaengMyeongSu Church  (48),  Uijeongbu  St.
Mary’s  Hospital  (50),  etc."
28/04/2020,Gangwon,53,14,32,17,15,0,0,7,0,"Apartments  in  Wonju  City   (3), Uijeongbu  St.  Mary’s  Hospital
(10),  etc."
28/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0,"Goesan-gun  Jangyeon-myeon
(11)"
28/04/2020,Chung- nam,142,12,120,0,118,1,1,10,0,"Gym  facilities  in  Cheonan  (103), research  center  in  Seosan  (9),
etc."
28/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,0,
28/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0,Manmin  Central  Church  (2)
28/04/2020,Gyeong- buk,1365,10,1221,566,463,192,0,134,1,"Cheongdo  Daenam  Hospital (120),  Bonghwa  Pureun  Nursing Home  (68),  pilgrimage  to  Israel (49),  Gyeongsan  Seo
Convalescent  Hospital  (66),
Yecheon-gun  (40),  etc."
28/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0,"Geochang  Church  (10), Geochang  Woongyang-myeon
(8),  Wings  Tower  (10),  etc."
28/04/2020,Jeju,13,8,1,0,0,0,1,4,0,
28/04/2020,Airport,439,439,0,0,0,0,0,0,3,
28/04/2020,Total,10752,1056,8669,5212,2050,1249,158,1027,14,
29/04/2020,Seoul,633,252,357,8,262,18,69,24,0,"Guro-gu  call  center  (98),
Dong-an  Church-PC  Cafe  (20),
Manmin  Central  Church  (41), etc."
29/04/2020,Busan,137,24,84,12,53,18,1,29,0,"Onchun  Church  (39),
Suyeong-gu  Kindergarten  (5), etc."
29/04/2020,Daegu,6852,20,6108,4510,665,929,4,724,3,"Second  Mi-Ju  Hospital  (196), Hansarang  Convalescent Hospital  (128),  Daesil
Convalescent  Hospital  (100),
Fatima  Hospital  (37),  etc."
29/04/2020,Incheon,93,41,48,2,34,5,7,4,0,"Guro-gu  call  center  (20),  etc."
29/04/2020,Gwangju,30,14,16,9,0,1,6,0,0,
