date,region,total_cc,imported_cc,sub_total_epilinks_cc,shincheonji_cc,small_clusters_cc,contacts_cc,epi_link_imported_cc,other_cc,new_cc
16/04/2020,Jeju,13,8,1,0,0,0,1,4,0
16/04/2020,Airport,397,397,0,0,0,0,0,0,4
16/04/2020,Total,10613,967,8629,5211,2021,1243,154,1017,22
17/04/2020,Seoul,621,241,357,8,262,18,69,23,2
17/04/2020,Busan,130,20,81,12,50,18,1,29,0
17/04/2020,Daegu,6827,16,6092,4509,657,922,4,719,0
17/04/2020,Incheon,89,37,48,2,34,5,7,4,1
17/04/2020,Gwangju,30,14,16,9,0,1,6,0,2
17/04/2020,Daejeon,40,9,21,2,11,8,0,10,1
17/04/2020,Ulsan,42,11,24,16,1,4,3,7,0
17/04/2020,Sejong,46,3,42,1,38,3,0,1,0
17/04/2020,Gyeonggi,650,150,459,29,314,55,61,41,1
17/04/2020,Gangwon,52,13,32,17,15,0,0,7,0
17/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
17/04/2020,Chung- nam,139,10,120,0,118,1,1,9,0
17/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
17/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
17/04/2020,Gyeong- buk,1356,9,1213,566,455,191,1,134,4
17/04/2020,Gyeong- nam,115,14,84,32,45,6,1,17,0
17/04/2020,Jeju,13,8,1,0,0,0,1,4,0
17/04/2020,Airport,408,408,0,0,0,0,0,0,11
17/04/2020,Total,10635,983,8633,5211,2024,1240,158,1019,22
18/04/2020,Seoul,622,242,358,8,262,18,70,22,1
18/04/2020,Busan,130,20,81,12,50,18,1,29,0
18/04/2020,Daegu,6830,16,6094,4509,659,922,4,720,3
18/04/2020,Incheon,90,39,47,2,34,5,6,4,1
18/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
18/04/2020,Daejeon,39,9,21,2,11,8,0,9,-1
18/04/2020,Ulsan,42,11,24,16,1,4,3,7,0
18/04/2020,Sejong,46,3,42,1,38,3,0,1,0
18/04/2020,Gyeonggi,654,150,463,29,317,55,62,41,4
18/04/2020,Gangwon,53,14,32,17,15,0,0,7,1
18/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
18/04/2020,"Chung-
nam",141,11,120,0,118,1,1,10,2
18/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
18/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
18/04/2020,Gyeong- buk,1358,10,1215,566,457,191,1,133,2
18/04/2020,Gyeong- nam,116,14,85,33,45,6,1,17,1
18/04/2020,Jeju,13,8,1,0,0,0,1,4,0
18/04/2020,Airport,412,412,0,0,0,0,0,0,4
18/04/2020,Total,10653,993,8642,5212,2031,1240,159,1018,18
19/04/2020,Seoul,624,243,359,8,262,18,71,22,2
19/04/2020,Busan,130,20,81,12,50,18,1,29,0
19/04/2020,Daegu,6832,17,6094,4510,659,921,4,721,2
19/04/2020,Incheon,91,40,47,2,34,5,6,4,1
19/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
19/04/2020,Daejeon,39,9,21,2,11,8,0,9,0
19/04/2020,Ulsan,42,11,24,16,1,4,3,7,0
19/04/2020,Sejong,46,3,42,1,38,3,0,1,0
19/04/2020,Gyeonggi,654,150,463,29,317,55,62,41,0
19/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
19/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
19/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
19/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
19/04/2020,"Jeonna
m",15,7,7,1,3,2,1,1,0
19/04/2020,Gyeong- buk,1359,10,1216,566,458,191,1,133,1
19/04/2020,Gyeong- nam,116,14,84,32,45,6,1,18,0
19/04/2020,Jeju,13,8,1,0,0,0,1,4,0
19/04/2020,Airport,414,414,0,0,0,0,0,0,2
19/04/2020,Total,10661,998,8643,5212,2032,1239,160,1020,8
20/04/2020,Seoul,624,244,357,8,262,18,69,23,0
20/04/2020,Busan,132,20,81,12,50,18,1,31,2
20/04/2020,Daegu,6833,17,6095,4510,659,922,4,721,1
20/04/2020,Incheon,92,41,47,2,34,5,6,4,1
20/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
20/04/2020,Daejeon,39,9,21,2,11,8,0,9,0
20/04/2020,Ulsan,43,12,24,16,1,4,3,7,1
20/04/2020,Sejong,46,3,42,1,38,3,0,1,0
20/04/2020,Gyeonggi,656,151,464,29,318,55,62,41,2
20/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
20/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
20/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
20/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
20/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
20/04/2020,Gyeong- buk,1361,10,1217,566,460,191,0,134,2
20/04/2020,Gyeong- nam,116,14,84,32,45,6,1,18,0
20/04/2020,Jeju,13,8,1,0,0,0,1,4,0
20/04/2020,Airport,418,418,0,0,0,0,0,0,4
20/04/2020,Total,10674,1006,8644,5212,2035,1240,157,1024,13
21/04/2020,Seoul,626,245,357,8,262,18,69,24,2
21/04/2020,Busan,132,20,82,12,50,19,1,30,0
21/04/2020,Daegu,6835,17,6097,4510,661,922,4,721,2
21/04/2020,Incheon,92,41,47,2,34,5,6,4,0
21/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
21/04/2020,Daejeon,39,9,21,2,11,8,0,9,0
21/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
21/04/2020,Sejong,46,3,42,1,38,3,0,1,0
21/04/2020,Gyeonggi,658,152,465,29,318,56,62,41,2
21/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
21/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
21/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
21/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
21/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
21/04/2020,Gyeong- buk,1361,10,1217,566,460,191,0,134,0
21/04/2020,Gyeong- nam,116,14,84,32,45,6,1,18,0
21/04/2020,Jeju,13,8,1,0,0,0,1,4,0
21/04/2020,Airport,421,421,0,0,0,0,0,0,3
21/04/2020,Total,10683,1011,8648,5212,2037,1242,157,1024,9
22/04/2020,Seoul,628,247,357,8,262,18,69,24,2
22/04/2020,Busan,134,21,84,12,53,18,1,29,2
22/04/2020,Daegu,6836,17,6098,4510,661,923,4,721,1
22/04/2020,Incheon,92,41,47,2,34,5,6,4,0
22/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
22/04/2020,Daejeon,40,10,21,2,11,8,0,9,1
22/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
22/04/2020,Sejong,46,3,42,1,38,3,0,1,0
22/04/2020,Gyeonggi,658,152,465,29,319,55,62,41,0
22/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
22/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
22/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
22/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
22/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
22/04/2020,Gyeong- buk,1363,10,1218,566,460,192,0,135,2
22/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,1
22/04/2020,Jeju,13,8,1,0,0,0,1,4,0
22/04/2020,Airport,423,423,0,0,0,0,0,0,2
22/04/2020,Total,10694,1017,8653,5212,2042,1242,157,1024,11
23/04/2020,Seoul,628,247,357,8,262,18,69,24,0
23/04/2020,Busan,135,22,84,12,53,18,1,29,1
23/04/2020,Daegu,6840,18,6100,4510,662,924,4,722,4
23/04/2020,Incheon,92,41,47,2,34,5,6,4,0
23/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
23/04/2020,Daejeon,40,10,21,2,11,8,,9,0
23/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
23/04/2020,Sejong,46,3,42,1,38,3,0,1,0
23/04/2020,Gyeonggi,659,152,466,29,320,55,62,41,1
23/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
23/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
23/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
23/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
23/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
23/04/2020,Gyeong- buk,1363,10,1219,566,461,192,0,134,0
23/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
23/04/2020,Jeju,13,8,1,0,0,0,1,4,0
23/04/2020,Airport,425,425,0,0,0,0,0,0,2
23/04/2020,Total,10702,1021,8657,5212,2045,1243,157,1024,8
24/04/2020,Seoul,628,247,357,8,262,18,69,24,0
24/04/2020,Busan,136,23,84,12,53,18,1,29,1
24/04/2020,Daegu,6842,18,6102,4510,662,926,4,722,2
24/04/2020,Incheon,92,41,47,2,34,5,6,4,0
24/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
24/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
24/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
24/04/2020,Sejong,46,3,42,1,38,3,0,1,0
24/04/2020,Gyeonggi,660,152,466,29,320,55,62,42,1
24/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
24/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
24/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
24/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
24/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
24/04/2020,Gyeong- buk,1364,10,1219,566,461,192,0,135,1
24/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
24/04/2020,Jeju,13,8,1,0,0,0,1,4,0
24/04/2020,Airport,426,426,0,0,0,0,0,0,1
24/04/2020,Total,10708,1023,8659,5212,2045,1245,157,1026,6
25/04/2020,Seoul,629,247,357,8,262,18,69,25,1
25/04/2020,Busan,136,23,84,12,53,18,1,29,0
25/04/2020,Daegu,6845,18,6102,4510,662,926,4,725,3
25/04/2020,Incheon,92,41,47,2,34,5,6,4,0
25/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
25/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
25/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
25/04/2020,Sejong,46,3,42,1,38,3,0,1,0
25/04/2020,Gyeonggi,662,152,468,29,320,57,62,42,2
25/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
25/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
25/04/2020,Chung- nam,141,11,120,0,118,1,1,10,0
25/04/2020,Jeonbuk,17,8,4,1,3,0,0,5,0
25/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
25/04/2020,Gyeong- buk,1364,10,1220,566,462,192,0,134,0
25/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
25/04/2020,Jeju,13,8,1,0,0,0,1,4,0
25/04/2020,Airport,430,430,0,0,0,0,0,0,4
25/04/2020,Total,10718,1027,8662,5212,2046,1247,157,1029,10
26/04/2020,Seoul,629,248,357,8,262,18,69,24,0
26/04/2020,Busan,137,24,84,12,53,18,1,29,1
26/04/2020,Daegu,6846,18,6103,4510,662,927,4,725,1
26/04/2020,Incheon,92,41,47,2,34,5,6,4,0
26/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
26/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
26/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
26/04/2020,Sejong,46,3,42,1,38,3,0,1,0
26/04/2020,Gyeonggi,668,158,468,29,320,57,62,42,6
26/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
26/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
26/04/2020,"Chung-
nam",141,11,120,0,118,1,1,10,0
26/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,1
26/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
26/04/2020,Gyeong- buk,1364,10,1220,566,462,192,0,134,0
26/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
26/04/2020,Jeju,13,8,1,0,0,0,1,4,0
26/04/2020,Airport,431,431,0,0,0,0,0,0,1
26/04/2020,Total,10728,1037,8663,5212,2046,1248,157,1028,10
27/04/2020,Seoul,629,248,357,8,262,18,69,24,0
27/04/2020,Busan,137,24,84,12,53,18,1,29,0
27/04/2020,Daegu,6847,18,6105,4510,662,929,4,724,1
27/04/2020,Incheon,92,41,47,2,34,5,6,4,0
27/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
27/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
27/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
27/04/2020,Sejong,46,3,42,1,38,3,0,1,0
27/04/2020,Gyeonggi,671,159,470,29,320,59,62,42,3
27/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
27/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
27/04/2020,Chung- nam,142,12,120,0,118,1,1,10,1
27/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
27/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
27/04/2020,Gyeong- buk,1364,10,1220,566,462,192,0,134,0
27/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
27/04/2020,Jeju,13,8,1,0,0,0,1,4,0
27/04/2020,Airport,436,436,0,0,0,0,0,0,5
27/04/2020,Total,10738,1044,8667,5212,2046,1252,157,1027,10
28/04/2020,Seoul,633,252,357,8,262,18,69,24,4
28/04/2020,Busan,137,24,84,12,53,18,1,29,0
28/04/2020,Daegu,6849,20,6105,4510,663,928,4,724,2
28/04/2020,Incheon,93,41,48,2,34,5,7,4,1
28/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
28/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
28/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
28/04/2020,Sejong,46,3,42,1,38,3,0,1,0
28/04/2020,Gyeonggi,674,162,470,29,322,57,62,42,3
28/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
28/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
28/04/2020,Chung- nam,142,12,120,0,118,1,1,10,0
28/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
28/04/2020,Jeonnam,15,7,7,1,3,2,1,1,0
28/04/2020,Gyeong- buk,1365,10,1221,566,463,192,0,134,1
28/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
28/04/2020,Jeju,13,8,1,0,0,0,1,4,0
28/04/2020,Airport,439,439,0,0,0,0,0,0,3
28/04/2020,Total,10752,1056,8669,5212,2050,1249,158,1027,14
29/04/2020,Seoul,633,252,357,8,262,18,69,24,0
29/04/2020,Busan,137,24,84,12,53,18,1,29,0
29/04/2020,Daegu,6852,20,6108,4510,665,929,4,724,3
29/04/2020,Incheon,93,41,48,2,34,5,7,4,0
29/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
29/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
29/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
29/04/2020,Sejong,46,3,42,1,38,3,0,1,0
29/04/2020,Gyeonggi,676,163,470,29,322,57,62,43,2
29/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
29/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
29/04/2020,Chung- nam,143,13,120,0,118,1,1,10,1
29/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
29/04/2020,Jeonnam,15,7,5,1,1,2,1,3,0
29/04/2020,Gyeong- buk,1365,10,1221,566,463,192,0,134,0
29/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
29/04/2020,Jeju,13,8,1,0,0,0,1,4,0
29/04/2020,Airport,442,442,0,0,0,0,0,0,3
29/04/2020,Total,10761,1061,8670,5212,2050,1250,158,1030,9
30/04/2020,Seoul,633,252,357,8,262,18,69,24,0
30/04/2020,Busan,137,24,84,12,53,18,1,29,0
30/04/2020,Daegu,6852,20,6108,4510,665,929,4,724,0
30/04/2020,Incheon,93,41,48,2,34,5,7,4,0
30/04/2020,Gwangju,30,14,16,9,0,1,6,0,0
30/04/2020,Daejeon,40,10,21,2,11,8,0,9,0
30/04/2020,Ulsan,43,12,24,16,1,4,3,7,0
30/04/2020,Sejong,46,3,42,1,38,3,0,1,0
30/04/2020,Gyeonggi,676,163,470,29,322,57,62,43,0
30/04/2020,Gangwon,53,14,32,17,15,0,0,7,0
30/04/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
30/04/2020,Chung- nam,143,13,120,0,118,1,1,10,0
30/04/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
30/04/2020,Jeonnam,15,7,5,1,1,2,1,3,0
30/04/2020,Gyeong- buk,1365,10,1221,566,463,192,0,134,0
30/04/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
30/04/2020,Jeju,13,8,1,0,0,0,1,4,0
30/04/2020,Airport,446,446,0,0,0,0,0,0,4
30/04/2020,Total,10765,1065,8670,5212,2050,1250,158,1030,4
01/05/2020,Seoul,634,253,357,8,262,18,69,24,1
01/05/2020,Busan,137,24,84,12,53,18,1,29,0
01/05/2020,Daegu,6852,20,6108,4510,665,929,4,724,0
01/05/2020,Incheon,94,42,48,2,34,5,7,4,1
01/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
01/05/2020,Daejeon,40,10,21,2,11,8,0,9,0
01/05/2020,Ulsan,43,12,24,16,1,4,3,7,0
01/05/2020,Sejong,46,3,42,1,38,3,0,1,0
01/05/2020,Gyeonggi,678,165,470,29,322,57,62,43,2
01/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
01/05/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
01/05/2020,Chung- nam,143,13,120,,118,1,1,10,0
01/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
01/05/2020,Jeonnam,15,7,5,1,1,2,1,3,0
01/05/2020,Gyeong- buk,1366,10,1222,566,464,192,0,134,1
01/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
01/05/2020,Jeju,13,8,1,0,0,0,1,4,0
01/05/2020,Airport,450,450,0,0,0,0,0,0,4
01/05/2020,Total,10774,1073,8671,5212,2051,1250,158,1030,9
02/05/2020,Seoul,635,255,357,8,264,16,69,23,1
02/05/2020,Busan,138,25,84,12,53,18,1,29,1
02/05/2020,Daegu,6852,20,6108,4510,665,929,4,724,0
02/05/2020,Incheon,95,43,48,2,34,5,7,4,1
02/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
02/05/2020,Daejeon,40,10,21,2,11,8,0,9,0
02/05/2020,Ulsan,43,12,24,16,1,4,3,7,0
02/05/2020,Sejong,46,3,42,1,38,3,0,1,0
02/05/2020,Gyeonggi,678,165,470,29,327,52,62,43,0
02/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
02/05/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
02/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
02/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
02/05/2020,Jeonnam,15,7,5,1,1,2,1,3,0
02/05/2020,Gyeong- buk,1366,11,1222,566,464,192,0,133,0
02/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
02/05/2020,Jeju,13,8,1,0,0,0,1,4,0
02/05/2020,Airport,453,453,0,0,0,0,0,0,3
02/05/2020,Total,10780,1081,8671,5212,2058,1243,158,1028,6
03/05/2020,Seoul,637,257,357,8,264,16,69,23,2
03/05/2020,Busan,138,25,84,12,53,18,1,29,0
03/05/2020,Daegu,6856,21,6109,4510,666,929,4,726,4
03/05/2020,Incheon,95,43,48,2,34,5,7,4,0
03/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
03/05/2020,Daejeon,40,10,21,2,11,8,0,9,0
03/05/2020,Ulsan,43,12,24,16,1,4,3,7,0
03/05/2020,Sejong,46,3,42,1,38,3,0,1,0
03/05/2020,Gyeonggi,680,167,470,29,327,52,62,43,2
03/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
03/05/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
03/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
03/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
03/05/2020,Jeonnam,15,7,5,1,1,2,1,3,0
03/05/2020,Gyeong- buk,1366,11,1222,566,464,192,0,133,0
03/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
03/05/2020,Jeju,13,8,1,0,0,0,1,4,0
03/05/2020,Airport,458,458,0,0,0,0,0,0,5
03/05/2020,Total,10793,1091,8672,5212,2059,1243,158,1030,13
04/05/2020,Seoul,637,257,357,8,264,16,69,23,0
04/05/2020,Busan,138,25,84,12,53,18,1,29,0
04/05/2020,Daegu,6856,21,6116,4510,677,925,4,719,0
04/05/2020,Incheon,96,44,48,2,34,5,7,4,1
04/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
04/05/2020,Daejeon,40,10,21,2,11,8,0,9,0
04/05/2020,Ulsan,44,13,24,16,2,3,3,7,1
04/05/2020,Sejong,46,3,42,1,38,3,0,1,0
04/05/2020,Gyeonggi,681,168,470,29,327,52,62,43,1
04/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
04/05/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
04/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
04/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
04/05/2020,Jeonnam,16,8,5,1,1,2,1,3,1
04/05/2020,Gyeong- buk,1366,11,1224,566,466,192,0,131,0
04/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
04/05/2020,Jeju,13,8,1,0,0,0,1,4,0
04/05/2020,Airport,462,462,0,0,0,0,0,0,4
04/05/2020,Total,10801,1099,8681,5212,2073,1238,158,1021,8
05/05/2020,Seoul,637,257,357,8,264,16,69,23,0
05/05/2020,Busan,138,25,84,12,53,18,1,29,0
05/05/2020,Daegu,6856,21,6116,4510,677,925,4,719,0
05/05/2020,Incheon,97,45,48,2,34,5,7,4,1
05/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
05/05/2020,Daejeon,40,10,21,2,11,8,0,9,0
05/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
05/05/2020,Sejong,46,3,42,1,38,3,0,1,0
05/05/2020,Gyeonggi,681,168,470,29,327,52,62,43,0
05/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
05/05/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
05/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
05/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
05/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
05/05/2020,Gyeong- buk,1366,11,1224,566,466,192,0,131,0
05/05/2020,"Gyeong-
nam",117,14,85,32,46,6,1,18,0
05/05/2020,Jeju,13,8,1,0,0,0,1,4,0
05/05/2020,Airport,464,464,0,0,0,0,0,0,2
05/05/2020,Total,10804,1102,8681,5212,2073,1238,158,1021,3
06/05/2020,Seoul,637,257,357,8,264,16,69,23,0
06/05/2020,Busan,138,25,84,12,53,18,1,29,0
06/05/2020,Daegu,6856,21,6116,4510,679,923,4,719,0
06/05/2020,Incheon,97,45,48,2,34,5,7,4,0
06/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
06/05/2020,Daejeon,40,10,21,2,11,8,0,9,0
06/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
06/05/2020,Sejong,46,3,42,1,38,3,0,1,0
06/05/2020,Gyeonggi,681,168,470,29,327,52,62,43,0
06/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
06/05/2020,"Chung-
buk",45,5,32,6,18,6,2,8,0
06/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
06/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
06/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
06/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0
06/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
06/05/2020,Jeju,13,8,1,0,0,0,1,4,0
06/05/2020,Airport,466,466,0,0,0,0,0,0,2
06/05/2020,Total,10806,1104,8681,5212,2077,1234,158,1021,2
07/05/2020,Seoul,637,257,357,8,264,16,69,23,0
07/05/2020,Busan,138,25,84,12,53,18,1,29,0
07/05/2020,Daegu,6856,21,6115,4510,678,923,4,720,0
07/05/2020,Incheon,97,45,48,2,34,5,7,4,0
07/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
07/05/2020,Daejeon,41,11,21,2,11,8,0,9,1
07/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
07/05/2020,Sejong,46,3,42,1,38,3,0,1,0
07/05/2020,Gyeonggi,682,168,470,29,327,52,62,44,1
07/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
07/05/2020,"Chung-
buk",46,6,32,6,18,6,2,8,1
07/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
07/05/2020,Jeonbuk,18,9,4,1,3,0,0,5,0
07/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
07/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0
07/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
07/05/2020,Jeju,13,8,1,0,0,0,1,4,0
07/05/2020,Airport,467,467,0,0,0,0,0,0,1
07/05/2020,Total,10810,1107,8680,5212,2076,1234,158,1023,4
08/05/2020,Seoul,637,257,357,8,264,16,69,23,0
08/05/2020,Busan,140,27,84,12,53,18,1,29,2
08/05/2020,Daegu,6859,24,6115,4510,678,923,4,720,3
08/05/2020,Incheon,97,45,48,2,34,5,7,4,0
08/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
08/05/2020,Daejeon,41,11,21,2,11,8,0,9,0
08/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
08/05/2020,Sejong,46,3,42,1,38,3,0,1,0
08/05/2020,Gyeonggi,684,169,471,29,327,53,62,44,2
08/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
08/05/2020,"Chung-
buk",47,7,32,6,18,6,2,8,1
08/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
08/05/2020,Jeonbuk,19,10,4,1,3,0,0,5,1
08/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
08/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0
08/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
08/05/2020,Jeju,13,8,1,0,0,0,1,4,0
08/05/2020,Airport,470,470,0,0,0,0,0,0,3
08/05/2020,Total,10822,1118,8681,5212,2076,1235,158,1023,12
09/05/2020,Seoul,649,257,369,8,276,16,69,23,12
09/05/2020,Busan,141,27,85,12,54,18,1,29,1
09/05/2020,Daegu,6859,24,6115,4510,678,923,4,720,0
09/05/2020,Incheon,98,45,49,2,35,5,7,4,1
09/05/2020,Gwangju,30,14,16,9,0,1,6,0,0
09/05/2020,Daejeon,41,11,21,2,11,8,0,9,0
09/05/2020,Ulsan,44,13,24,16,2,3,3,7,0
09/05/2020,Sejong,46,3,42,1,38,3,0,1,0
09/05/2020,Gyeonggi,688,170,474,29,330,53,62,44,4
09/05/2020,Gangwon,53,14,32,17,15,0,0,7,0
09/05/2020,"Chung-
buk",47,7,32,6,18,6,2,8,0
09/05/2020,Chung- nam,143,13,120,0,118,1,1,10,0
09/05/2020,Jeonbuk,19,10,4,1,3,0,0,5,0
09/05/2020,Jeonnam,16,8,5,1,1,2,1,3,0
09/05/2020,Gyeong- buk,1366,11,1224,566,468,190,0,131,0
09/05/2020,Gyeong- nam,117,14,85,32,46,6,1,18,0
09/05/2020,Jeju,13,8,1,0,0,0,1,4,0
